gender,city,state,maritalstatus,haschild
F,JACKSON,MS,M,N
F,SMITHFIELD,ME,S,Y
M,STANFIELD,AZ,M,N
M,SANTA FE SPRINGS,CA,M,Y
F,LONGFORD,KS,S,Y
M,GROVE,OK,S,N
M,BENNINGTON,OK,M,Y
F,PEARCY,AR,S,N
M,BRUNSON,SC,M,N
F,COHAGEN,MT,S,N
F,QUEMADO,NM,S,N
M,CALIENTE,NV,M,N
F,GUFFEY,CO,M,N
F,KUNIA,HI,S,Y
F,WOODVILLE,MS,M,N
M,DANVILLE,VA,M,N
M,BARNESVILLE,MD,S,N
M,SILVER CITY,NM,M,Y
M,EMERALD ISLE,NC,M,N
M,TYLERTON,MD,S,Y
M,SIMSBORO,LA,M,N
M,PRAGUE,NE,S,N
M,MEMPHIS,TN,M,Y
M,BRIDGEVILLE,DE,S,Y
M,CALDWELL,ID,M,N
M,WINSLOW,NE,M,N
M,BROCKTON,MA,S,Y
F,GRAYLING,AK,M,Y
F,MELFA,VA,S,Y
F,DEERFIELD BEACH,FL,M,N
F,CHALMETTE,LA,M,Y
F,J B P H H,HI,S,N
M,OKLAHOMA CITY,OK,M,N
F,DARLINGTON,IN,S,Y
M,HOLTON,MI,M,N
F,TRENTON,ND,S,Y
F,SAN CARLOS,AZ,S,Y
M,DELMAR,DE,M,N
F,SOUTHBOROUGH,MA,M,N
F,COLUMBIA,SC,M,Y
F,ANGLE INLET,MN,M,N
M,WACO,TX,S,N
M,DURANT,OK,S,Y
F,HAMMETT,ID,S,Y
F,NEON,KY,M,Y
F,PONCE,PR,M,Y
F,GREENVILLE,RI,M,N
F,RILEY,OR,S,Y
M,PADEN,OK,M,Y
F,MAUNABO,PR,S,Y
M,COMPTON,MD,M,N
M,WINKELMAN,AZ,S,Y
M,GARDEN CITY,SD,M,N
M,JOHNS ISLAND,SC,M,N
F,CLIFF,NM,M,Y
M,HENDERSON,WV,S,Y
F,FRANKLIN SPRINGS,NY,S,Y
M,NORTH ATTLEBORO,MA,M,N
M,ROSEGLEN,ND,M,Y
F,HARRISBURG,PA,M,Y
F,GRANT,AL,S,Y
F,COCHITI LAKE,NM,M,Y
M,BLACKFOOT,ID,M,Y
M,GREAT BEND,NY,S,Y
M,RENTON,WA,S,Y
F,WASHINGTON,DC,S,N
M,SPRING VALLEY,CA,M,N
F,CASA GRANDE,AZ,M,Y
M,PORT HENRY,NY,S,Y
M,EAST CANAAN,CT,M,Y
M,HACKENSACK,NJ,S,N
F,WHITEWOOD,SD,S,Y
M,PARKSTON,SD,M,Y
M,LAS VEGAS,NV,M,N
M,OMAHA,NE,S,N
M,MEDON,TN,S,Y
F,ENVILLE,TN,S,Y
F,SALINAS,CA,M,Y
F,SCOTTSVILLE,VA,M,Y
M,MAGNOLIA,DE,M,N
F,SULA,MT,S,Y
M,INKSTER,MI,S,N
F,BAYAMON,PR,M,N
M,ALLENTOWN,NY,S,N
M,WILLSBORO,NY,M,N
F,BRADFORD,RI,M,N
F,HUDSON,FL,M,Y
M,CAMDEN,AR,M,Y
F,LOYALL,KY,M,N
F,POMONA,IL,M,Y
F,HUNTSVILLE,AL,S,N
F,WHITE HORSE BEACH,MA,S,Y
M,WINGER,MN,M,N
F,WASHINGTON,DC,M,Y
M,DRAVOSBURG,PA,S,N
F,PASADENA,MD,S,Y
F,GOSHEN,NH,M,Y
M,GOLDSBORO,MD,S,Y
F,PORTLAND,OR,M,N
F,WASHINGTON,DC,M,Y
F,LANDRUM,SC,M,N
M,LOUISVILLE,KY,S,Y
F,LILLIE,LA,S,N
M,DAGSBORO,DE,M,N
M,MULBERRY,IN,S,N
M,LAKE HAVASU CITY,AZ,S,Y
M,CORRYTON,TN,S,Y
F,INDEPENDENCE,MO,S,Y
F,SAN JUAN,PR,S,Y
M,BOWBELLS,ND,S,N
M,LIBERTY,TN,S,N
F,MC KENZIE,TN,S,N
M,CORA,WY,S,Y
F,COVE,OR,S,Y
F,RILLITO,AZ,S,N
F,LOUISVILLE,KY,M,Y
F,BIRMINGHAM,AL,S,N
M,SALEM,OR,M,Y
F,OCEAN VIEW,DE,S,Y
F,THAXTON,MS,M,Y
M,NEWTON,NC,M,Y
M,UNIVERSITY PARK,PA,S,Y
M,LETHA,ID,M,Y
F,NEW GALILEE,PA,S,Y
F,COAMO,PR,M,Y
F,CASCILLA,MS,S,N
F,MISSOULA,MT,S,Y
M,HALIFAX,MA,M,N
M,CICERO,IN,M,N
M,SAINT IGNATIUS,MT,M,N
F,SHERIDAN,MT,S,Y
F,REXBURG,ID,M,Y
M,PAWTUCKET,RI,M,N
M,SALT LAKE CITY,UT,S,Y
F,CAMBRIDGE,MA,M,Y
M,ROOSEVELT ROADS,PR,M,N
M,AVENEL,NJ,S,N
F,BETHPAGE,TN,S,Y
F,KITTERY,ME,M,N
M,SALT LAKE CITY,UT,M,N
M,ORANGEVILLE,UT,M,N
M,SAINT CLOUD,MN,M,Y
F,JACKSON,WY,M,N
M,TILLY,AR,S,N
M,CHESTER,MT,S,Y
M,CHAMBERLAIN,SD,S,N
M,SALT LAKE CITY,UT,M,N
M,SALEM,OR,M,N
F,WALLAGRASS,ME,S,Y
F,ABILENE,TX,M,Y
M,DOVER,DE,M,N
M,FAXON,OK,S,Y
F,MESQUITE,NV,M,Y
M,MARION,NC,M,N
M,BONDVILLE,VT,M,Y
F,BOWLING GREEN,KY,M,Y
M,TERRYVILLE,CT,S,Y
M,WASHINGTON,DC,M,Y
M,CLARKSBURG,WV,M,N
M,ROCHESTER,MI,S,N
M,MARDELA SPRINGS,MD,S,Y
M,KINGSVILLE,MO,S,Y
M,SAN ANTONIO,PR,S,N
M,HARRISBURG,PA,M,Y
F,SUBIACO,AR,M,N
M,RICHMOND,VA,M,N
M,WINSTON SALEM,NC,S,Y
F,BOMOSEEN,VT,M,N
M,NEW BRUNSWICK,NJ,M,Y
F,CASTLEWOOD,SD,S,Y
M,BESSEMER,AL,M,N
M,CANYON CITY,OR,S,N
M,ROSSTON,AR,M,N
M,WAKEFIELD,RI,M,N
F,CEDARBLUFF,MS,M,N
F,WILMINGTON,DE,M,N
F,SANTA FE,NM,S,Y
M,SPOKANE,WA,S,N
M,ALBUQUERQUE,NM,S,Y
F,BEARDEN,AR,S,Y
F,ANN ARBOR,MI,S,Y
F,SABANA HOYOS,PR,M,N
M,HOLMES BEACH,FL,M,N
F,BALTIMORE,MD,M,Y
F,OAKDALE,CT,M,Y
F,WASHINGTON NAVY YARD,DC,M,Y
F,AURORA,CO,M,Y
M,IRWIN,OH,M,Y
F,WEST KINGSTON,RI,S,N
M,MERCER ISLAND,WA,M,N
M,WASHINGTON,DC,S,N
F,PAHOA,HI,S,N
F,HYANNIS,MA,S,N
F,MONTICELLO,MN,S,Y
F,LOBECO,SC,M,N
M,OCALA,FL,M,N
M,EL PASO,TX,S,N
M,COVINGTON,LA,M,N
M,SIOUX FALLS,SD,M,Y
F,CAPE CORAL,FL,M,N
M,WASHINGTON,DC,M,N
F,WASHINGTON,DC,M,N
M,BRISTOL,CT,M,N
F,FRUITA,CO,S,Y
F,HATFIELD,MO,M,Y
F,TACONIC,CT,M,Y
M,MINNEAPOLIS,MN,S,N
M,KAHULUI,HI,M,N
M,KOKOMO,IN,S,Y
F,WINNER,SD,S,Y
M,BUCKHORN,NM,M,N
F,NORTH MONTPELIER,VT,M,N
F,HAYWARD,CA,S,Y
M,PROVIDENCE,RI,M,Y
F,WASHINGTON DEPOT,CT,S,Y
M,PONCE,PR,M,N
F,FORT HUACHUCA,AZ,M,Y
F,MAYESVILLE,SC,M,N
F,TALALA,OK,S,N
M,ENGLAND,AR,S,N
M,CIRCLEVILLE,UT,S,N
M,BEAVERTON,OR,M,Y
F,YANKTON,SD,M,N
F,MEDIAPOLIS,IA,M,Y
M,TISKILWA,IL,M,N
F,SEA GIRT,NJ,S,Y
F,GUERNSEY,WY,M,N
M,WHITTEMORE,MI,S,N
F,ROCKVALE,CO,S,N
M,KNOXVILLE,TN,S,N
F,NEW PORT RICHEY,FL,S,Y
M,TRENTON,NJ,M,Y
M,BUFFALO JUNCTION,VA,S,N
F,SAN ANTONIO,PR,M,N
F,BUCKLIN,KS,M,Y
F,BOISE,ID,S,Y
F,PENDLETON,KY,M,Y
M,CORNWALL BRIDGE,CT,S,Y
M,LAS VEGAS,NV,S,N
F,NAVESINK,NJ,M,Y
F,ELSIE,NE,M,N
F,BIG SANDY,TN,S,Y
M,TOPEKA,KS,S,Y
M,NEWARK,DE,S,Y
M,VERDON,NE,S,N
M,WASHINGTON,DC,M,Y
F,BEACH HAVEN,NJ,M,N
M,CLINTON,IA,S,Y
F,NEWARK,DE,M,Y
F,RUSH VALLEY,UT,S,N
F,MOORE,SC,S,N
M,KEWASKUM,WI,S,N
M,MORGAN MILL,TX,M,Y
M,CAMPBELLSVILLE,KY,S,N
M,CASHION,AZ,S,Y
M,MESQUITE,NM,M,N
M,BRUNO,WV,M,Y
M,SIOUX FALLS,SD,S,Y
M,JET,OK,S,Y
F,SILVER CITY,NM,M,Y
M,ALZADA,MT,M,N
F,WESTMORELAND,KS,S,Y
F,ALGER,MI,S,Y
M,CLEAR LAKE,IA,M,Y
F,WILLOW CREEK,MT,M,Y
M,CEDARHURST,NY,M,N
F,ALPHA,MN,S,N
M,FLAXTON,ND,M,N
F,TOPEKA,KS,M,Y
F,NORTH KINGSTOWN,RI,M,N
F,FORK,SC,S,Y
F,CAYEY,PR,S,N
M,MALTA,IL,M,Y
M,WAKEFIELD,KS,M,N
F,FAIRFAX,VA,M,N
F,SAVANNAH,GA,S,N
F,WILLIS,VA,M,N
M,MONTICELLO,MN,S,N
F,AUSTINVILLE,VA,M,Y
M,BASTIAN,VA,S,N
M,SMACKOVER,AR,M,Y
M,LAHAINA,HI,M,N
M,WASHINGTON,DC,S,N
M,OAKLAND,IA,M,Y
M,HAMILTON,MI,S,Y
F,STAMFORD,TX,M,Y
M,PAPAIKOU,HI,S,N
M,PILOT STATION,AK,M,Y
M,NEVADA,OH,S,Y
F,STRASBURG,MO,S,N
M,MEDINA,TX,M,N
M,TALLULAH,LA,S,Y
F,PAWCATUCK,CT,M,Y
M,FREDERICA,DE,S,Y
M,WASHINGTON,DC,M,N
F,WINDSOR,WI,M,Y
F,BENTON,PA,M,N
M,DAMARISCOTTA,ME,S,N
F,DOUGLAS,AZ,S,N
F,ALPINE,AZ,M,N
F,LEESBURG,FL,S,N
M,GAINESVILLE,TX,M,N
F,MOUNTAIN REST,SC,M,N
M,ULYSSES,KY,M,Y
M,BOYES,MT,S,Y
M,TUXEDO PARK,NY,S,Y
M,BARNSTABLE,MA,M,Y
F,LAKE ARTHUR,NM,S,N
F,ROWENA,SD,M,Y
M,BURKITTSVILLE,MD,M,N
F,FREEDOM,OK,M,N
F,HAZEN,AR,S,Y
M,CLEVELAND,OH,M,Y
M,OLLA,LA,S,Y
F,BELLEVUE,OH,S,Y
F,LAS VEGAS,NV,M,N
F,LOUDON,NH,S,N
M,VENETA,OR,M,N
F,LIBERTY LAKE,WA,S,N
F,GROVER,WY,S,N
M,ALPINE,WY,S,Y
M,PRESQUE ISLE,ME,M,N
M,MESA,AZ,S,Y
M,VIRGINIA BEACH,VA,M,Y
M,HAWTHORNE,NJ,S,N
M,PALMYRA,IL,S,N
M,CISCO,IL,S,Y
M,TORONTO,SD,S,N
M,HIRAM,ME,M,Y
M,NASHUA,NH,S,Y
F,PRAIRIE VILLAGE,KS,M,N
M,IDLEWILD,TN,M,Y
M,MARCELINE,MO,M,Y
M,MERCER,TN,M,N
M,SPRING DALE,WV,M,N
M,ELLINGTON,CT,S,N
M,WASHINGTON,DC,S,N
M,ARCADIA,OK,S,Y
F,VALDOSTA,GA,S,Y
M,WEST POINT,NY,S,Y
M,HOLLISTER,FL,M,N
F,CEDAR HILL,TN,M,Y
F,ROCK HILL,SC,M,N
M,WALDRON,MI,M,Y
F,SEA GIRT,NJ,M,Y
F,SALOME,AZ,S,Y
M,DEMOTTE,IN,S,N
M,OKLAHOMA CITY,OK,S,Y
M,ANGOLA,LA,M,Y
M,NAPLES,FL,S,N
M,WINTER HARBOR,ME,M,Y
F,WILLARD,UT,S,N
M,WILLIAMSON,WV,S,N
M,FAIRLAND,IN,S,N
F,JOLIET,MT,M,Y
F,GARDEN PLAIN,KS,S,N
M,HOOLEHUA,HI,S,N
F,NEWARK,DE,M,Y
M,GABLE,SC,S,N
M,CLEAR CREEK,WV,S,N
F,WHITE PINE,TN,M,Y
M,NAVAL ANACOST ANNEX,DC,S,Y
F,GREENVILLE,SC,S,N
F,LETHA,ID,M,Y
M,RIDGE SPRING,SC,M,N
F,PORTER,OK,S,N
M,EAGLE BEND,MN,M,Y
M,RICHLAND SPRINGS,TX,S,N
F,WASHINGTON,DC,S,Y
M,EAST LONGMEADOW,MA,S,N
F,HENDERSON,NV,M,N
M,BIM,WV,S,Y
F,WILLIAMSPORT,MD,M,N
M,VINCENT,OH,M,N
F,DENVER,CO,S,N
F,STILWELL,OK,S,Y
M,CASPER,WY,S,N
F,OPHIR,CO,S,Y
F,MICHIGAN,ND,S,N
M,CATRON,MO,S,Y
M,DRAPER,UT,S,N
F,UNIVERSAL,IN,M,N
F,NORTH LITTLE ROCK,AR,S,N
F,SOUTH STRAFFORD,VT,S,Y
F,JEFFERSON,PA,M,N
M,BOSTON,MA,M,N
M,GROSSE POINTE,MI,S,Y
F,NOTUS,ID,M,N
F,LAWLER,IA,S,Y
M,BEAVER CROSSING,NE,S,N
M,NORTH TURNER,ME,M,N
F,BARNARD,MO,S,Y
M,SMOOT,WY,S,N
M,CHANDLER,AZ,S,N
F,CAPITOL HEIGHTS,MD,M,Y
M,HARTLEY,TX,S,Y
M,LYDIA,LA,S,Y
M,MESERVEY,IA,M,Y
F,MENA,AR,M,Y
F,TRAMPAS,NM,S,N
M,STRANDBURG,SD,S,N
F,COSTA MESA,CA,M,Y
M,PHOENIX,AZ,M,N
M,ARVADA,CO,M,Y
M,HARTVILLE,WY,M,N
M,RINGLING,OK,M,Y
F,MARKLEEVILLE,CA,M,Y
M,YORK,AL,S,N
F,LYNCH,NE,S,Y
F,SEDONA,AZ,S,N
F,CEDAR HILL,TN,S,N
F,PHOENIX,AZ,M,N
M,LAS VEGAS,NV,M,Y
F,SHREWSBURY,MA,M,Y
F,BURLINGTON,OK,S,N
F,AUSTIN,TX,M,Y
F,LEXINGTON,MA,S,Y
F,HONOLULU,HI,S,Y
F,LYNNVILLE,IA,M,Y
M,NICEVILLE,FL,M,N
F,PIPPA PASSES,KY,S,N
M,CRAPO,MD,M,N
M,BERTHOUD,CO,M,N
F,PARCEL RETURN SERVICE,DC,M,Y
M,CHOCORUA,NH,S,N
M,CHALFONT,PA,S,N
M,MANLEY HOT SPRINGS,AK,M,N
M,NEW LIBERTY,KY,S,Y
F,YABUCOA,PR,S,Y
F,LONG CREEK,SC,S,N
M,SAINT PETERSBURG,FL,M,N
M,SUFFOLK,VA,M,N
F,CASCADE,MO,S,Y
M,PRINCETON,KS,S,N
M,STOWE,VT,S,Y
F,NEWARK,DE,M,N
F,DOVER,DE,M,Y
F,WINCHESTER,NH,S,Y
F,ORMSBY,MN,M,Y
F,SUTHERLAND,NE,M,N
M,LA BARGE,WY,M,Y
M,CORNISH,UT,M,N
M,BELTON,SC,M,N
M,HANCOCK,IA,S,N
M,NEW CUMBERLAND,PA,M,Y
M,WASHINGTON,DC,M,Y
F,PRATT,KS,S,Y
F,HAVERHILL,IA,M,N
F,BLADENSBURG,MD,S,N
F,CRAFTSBURY,VT,M,Y
F,FALSE PASS,AK,M,Y
F,CLEARWATER,SC,S,Y
F,HARALSON,GA,M,N
F,GERRARDSTOWN,WV,S,N
F,LAFAYETTE,LA,M,Y
F,LOONEYVILLE,WV,S,Y
M,HUNT VALLEY,MD,S,Y
F,KENNER,LA,M,N
M,PAHALA,HI,S,Y
F,ORANGE CITY,IA,M,N
M,EUFAULA,AL,M,N
M,TOPEKA,KS,M,N
M,HELM,CA,S,Y
F,WASHINGTON,DC,M,N
F,EDGAR,MT,S,Y
M,SABANA SECA,PR,M,Y
M,BOSTON,MA,M,Y
F,WELLFORD,SC,M,N
F,TIPTON,PA,S,Y
M,DENVER,CO,M,Y
F,BURLINGTON,OK,M,Y
F,STARK,KS,M,N
M,MONTEZUMA,NC,M,Y
M,DONNELLY,ID,S,Y
M,DANBURY,CT,M,Y
F,ARLINGTON,AL,M,N
M,ROCKPORT,ME,S,N
M,RED JACKET,WV,S,N
M,STERLINGTON,LA,M,Y
M,NELLIS AFB,NV,S,Y
F,SILVER LAKE,WI,S,Y
M,JEFFERSON,MD,M,N
M,WASHINGTON,DC,S,N
M,WICKENBURG,AZ,S,N
F,BERTHOLD,ND,S,N
M,ROCHESTER,NH,M,N
M,SEVEN MILE,OH,S,N
F,CHESWOLD,DE,M,N
M,CISCO,GA,S,Y
F,BELVIDERE CENTER,VT,M,Y
F,ANGELA,MT,S,Y
F,CITRONELLE,AL,M,Y
M,WARWICK,RI,M,Y
M,HEBRON,NH,M,Y
F,SOUTH SUTTON,NH,S,Y
F,LAS VEGAS,NV,S,Y
F,TOWNSEND,DE,M,Y
M,LACEY SPRING,VA,M,Y
M,WEST CHESTER,PA,S,Y
F,APPLING,GA,S,Y
F,HARTSEL,CO,M,Y
F,ROCKY POINT,NC,S,Y
F,WATERFORD,CT,M,N
M,PICKRELL,NE,S,N
M,NEW PLYMOUTH,ID,S,N
F,PRUDEN,TN,M,Y
M,JACKSON,MS,S,Y
M,WASHINGTON,DC,S,Y
M,HONOLULU,HI,S,N
M,GLADE VALLEY,NC,M,Y
M,FLASHER,ND,S,N
M,SPANISH FORT,AL,S,Y
F,CLEMSON,SC,M,N
M,CLINTONVILLE,WI,M,Y
F,RENO,NV,S,Y
M,MANITOWOC,WI,S,N
F,JERSEY CITY,NJ,S,Y
M,JOYCE,LA,M,Y
F,JESUP,GA,M,Y
F,ELKHART,IN,M,N
M,EARLTON,NY,S,N
F,WOODROW,CO,M,N
F,BENJAMIN,TX,M,N
M,LENNOX,SD,M,Y
M,BOONSBORO,MD,M,N
M,NORTH LAS VEGAS,NV,S,Y
F,CHACON,NM,S,N
M,HUNTLEY,WY,M,Y
F,STOPOVER,KY,S,N
F,MANITOU SPRINGS,CO,S,Y
F,SELAH,WA,S,Y
F,LAS VEGAS,NV,S,Y
F,TUSCALOOSA,AL,M,Y
F,RANDOLPH,UT,S,N
F,LYNN,MA,M,N
M,TOLEDO,OH,M,N
F,NORTH WOODSTOCK,NH,M,Y
F,MORRISON,OK,S,Y
M,NEWARK,DE,S,Y
M,NORTH NORWICH,NY,S,Y
F,BRYANT,IL,M,Y
M,KAPOLEI,HI,S,N
F,OXFORD JUNCTION,IA,S,Y
M,HARVARD,MA,S,Y
F,RANBURNE,AL,M,N
F,MARICAO,PR,M,N
M,RAYVILLE,LA,S,N
F,SALEM,WV,M,N
M,POST FALLS,ID,S,Y
M,CORNISH,UT,S,N
M,WOLF,WY,M,Y
F,NAMPA,ID,M,Y
M,GREENSBORO,NC,M,Y
M,WASHINGTON,DC,M,Y
M,CINCINNATI,OH,M,N
M,PLYMOUTH,CT,M,Y
M,ROY,UT,S,N
F,KIRTLAND,NM,M,Y
F,FORT GIBSON,OK,S,Y
F,RICHMOND,VT,M,N
F,LUCIEN,OK,M,N
F,OKOLONA,MS,S,N
M,PHILLIPS,ME,S,N
M,NORTH MONMOUTH,ME,S,Y
M,CAMDEN WYOMING,DE,M,Y
M,QUEEN CREEK,AZ,S,N
F,CRITTENDEN,KY,M,Y
F,CAYEY,PR,S,N
M,BISHOPVILLE,MD,M,Y
F,FISKEVILLE,RI,S,Y
F,CAMILLA,GA,S,N
F,BROWNWOOD,MO,M,N
F,NUNN,CO,S,N
M,PLUMMER,ID,S,N
F,DUNN LORING,VA,M,N
M,ZURICH,MT,M,Y
M,THOMSON,GA,S,N
F,GLENWOOD,NC,S,N
M,BETHESDA,MD,M,N
M,BILLINGS,MT,S,N
F,DOUGHERTY,OK,S,Y
M,TOTOWA,NJ,S,Y
M,GRAND FORKS,ND,M,N
M,SKIATOOK,OK,S,N
M,GENEVA,ID,M,N
F,HARRISONBURG,LA,M,N
M,SAINT MARTIN,MN,S,Y
M,LEWISTON,ME,M,N
M,GLEN,MS,S,Y
M,WASHINGTON,DC,M,Y
M,WEAVERVILLE,CA,S,Y
M,OLD FIELDS,WV,M,N
M,MEXICO,IN,S,N
F,BALLANTINE,MT,M,N
F,CRAIGSVILLE,WV,M,N
M,GUNNISON,MS,S,N
F,NEWINGTON,NH,S,N
M,ORRSTOWN,PA,M,N
M,SILAS,AL,M,Y
M,GLADE,KS,S,Y
F,ISABELA,PR,M,Y
M,CASCADE,CO,S,Y
M,FAIRVIEW VILLAGE,PA,S,Y
M,CHERRY HILL,NJ,M,N
F,WARM SPRINGS,OR,M,N
M,COOLIDGE,KS,M,Y
F,NARRAGANSETT,RI,M,N
M,HYDE PARK,VT,M,Y
M,MINERAL WELLS,WV,S,Y
F,PORTAGE,MI,M,N
M,GREEN BAY,WI,M,Y
F,NORTH PROVIDENCE,RI,M,Y
M,NEWFIELD,NJ,M,N
F,GAASTRA,MI,S,Y
F,KINGSTON,NY,M,N
M,SALT LAKE CITY,UT,S,Y
F,RUMFORD,RI,M,Y
F,ORANGE,CA,S,N
F,NEW HAVEN,CT,S,Y
F,ATLANTA,GA,S,Y
F,CORNVILLE,AZ,S,Y
F,CHICOPEE,MA,M,Y
F,GOLDSBORO,NC,S,Y
M,CARLYLE,IL,S,Y
F,HEALY,AK,M,N
M,WILLIAMSBURG,KS,M,N
F,BROADWAY,NJ,M,Y
M,VEEDERSBURG,IN,S,N
M,VAIDEN,MS,S,Y
M,PROVENCAL,LA,M,Y
M,PROVIDENCE,RI,M,Y
M,DOWELL,IL,S,N
M,WASHINGTON,DC,M,N
F,HOLLY BLUFF,MS,M,N
M,SUSSEX,NJ,S,N
F,BOTSFORD,CT,S,N
M,LOST CITY,WV,M,N
F,ROANOKE,VA,S,N
F,WARREN,MI,M,Y
M,SCOTTSDALE,AZ,S,N
F,TACOMA,WA,S,N
F,SHARPSBURG,OH,S,Y
F,KENILWORTH,UT,S,N
M,KUNIA,HI,M,Y
F,SNOHOMISH,WA,M,N
M,SUNDERLAND,MA,S,Y
M,CARLISLE,AR,M,Y
M,EAGLE,AK,S,Y
M,DUNCAN,MS,S,Y
F,ELK CITY,ID,M,N
M,FORT KNOX,KY,S,Y
M,WATERBURY,CT,S,Y
M,LITTLETON,CO,S,Y
F,DARLINGTON,SC,S,N
F,AUSTIN,TX,S,N
F,LYNX,OH,S,N
M,CHARLOTTE,NC,M,N
M,PERRYSBURG,NY,S,Y
M,LA GRANGE,TN,S,N
M,NEAH BAY,WA,M,N
M,TOKIO,TX,M,Y
M,DERBY LINE,VT,M,N
M,PRINCE FREDERICK,MD,M,Y
F,MINNEAPOLIS,MN,M,N
M,MORRISTOWN,NJ,S,N
M,ALDEN,MI,S,N
M,WHITESVILLE,NY,S,N
M,KATHLEEN,GA,S,Y
F,GLENWOOD,MD,M,Y
M,TROY,AL,M,Y
M,WALCOTT,WY,M,Y
F,SMITHVILLE,AR,M,Y
F,SWANTON,VT,S,N
M,FAITH,SD,M,Y
F,STANLEY,VA,S,Y
F,CLEARFIELD,UT,M,Y
M,BROCKTON,MA,S,N
F,HUGHESVILLE,MD,M,N
M,LEXINGTON,KY,S,N
M,PACE,MS,M,N
F,MANDAREE,ND,S,Y
M,MARSHFIELD,WI,S,Y
M,BUFFALO,MT,S,Y
M,ESTER,AK,M,Y
M,LARAMIE,WY,S,N
F,WILLIS,VA,M,Y
F,CHICAGO,IL,S,N
F,EL PASO,AR,M,N
F,TWINING,MI,S,N
F,DIXON,WY,S,Y
M,TECUMSEH,MI,M,Y
F,ASHBURNHAM,MA,S,N
F,COTO LAUREL,PR,M,Y
F,FARBER,MO,S,N
F,MOUNT VERNON,SD,M,Y
M,CHAUNCEY,GA,M,Y
M,WILLIAMS,AZ,S,Y
M,SANTA FE,NM,M,N
F,HIGHGATE SPRINGS,VT,S,N
F,MINNEAPOLIS,MN,M,Y
M,SPARTANBURG,SC,S,Y
F,CLEVELAND,NC,M,N
M,SOUDERTON,PA,S,Y
M,ROBINSON,PA,S,N
M,FELTON,DE,M,N
F,DIMONDALE,MI,S,N
M,COLORADO SPRINGS,CO,M,Y
F,WELLINGTON,NV,M,Y
M,MCLEAN,TX,S,N
F,SOMERVILLE,IN,M,Y
M,LITTLETON,WV,S,N
F,LEBANON,VA,S,Y
M,CAMBRIDGEPORT,VT,M,N
F,WICHITA,KS,M,N
F,WING,ND,S,Y
M,BLYTHEWOOD,SC,M,Y
F,LUVERNE,ND,M,N
F,LAKESHORE,MS,M,N
M,HEALY,AK,S,Y
M,NEW PROVIDENCE,NJ,S,Y
F,WOOSTER,OH,S,N
F,VALLECITOS,NM,M,N
F,ASHAWAY,RI,M,N
F,ATLANTA,GA,S,N
M,CHARM,OH,M,N
F,BLISS,ID,S,N
M,BEAVERTON,OR,S,N
F,WESTON,MI,S,Y
M,GERMANTOWN,TN,M,Y
M,COVINGTON,LA,M,Y
F,METAIRIE,LA,S,Y
M,BANGOR,ME,S,N
F,ARCADIA,SC,M,N
F,MESA,AZ,S,Y
M,HILL CITY,MN,M,Y
M,WALDRON,AR,M,N
F,BLAKESBURG,IA,S,N
F,SUTTON,AK,M,N
F,JACKSON,MS,S,Y
F,MINNEAPOLIS,MN,M,N
F,FORT LYON,CO,S,Y
M,AKRON,OH,S,Y
M,PLYMOUTH,ME,S,Y
M,WESTON,VT,S,N
M,DRYDEN,VA,M,Y
M,MC ALLISTER,MT,S,N
M,BOISE,ID,M,N
M,HIGHLAND HOME,AL,M,N
M,SMITHFIELD,RI,S,Y
M,MONTEZUMA,NC,M,Y
F,KAYLOR,SD,S,N
F,NEW YORK,NY,S,Y
M,DRAPER,SD,M,N
M,AMESVILLE,OH,S,N
F,SAVANNAH,GA,S,Y
M,HAMPSTEAD,NH,S,Y
M,WASHINGTON,DC,M,N
F,MARISSA,IL,M,Y
F,BAJADERO,PR,S,N
F,DENVER,CO,M,Y
M,NEWMARKET,NH,M,N
M,VENANGO,NE,M,N
M,BUCKATUNNA,MS,M,N
M,VILLE PLATTE,LA,S,N
F,FORT LAUDERDALE,FL,M,Y
M,ROCHESTER,MA,M,N
M,ASHLEY FALLS,MA,S,N
F,BOGOTA,NJ,S,Y
M,TUCSON,AZ,M,Y
F,SPENCER,TN,M,N
F,JACKSONVILLE,FL,S,N
M,WESTFORD,MA,S,N
M,BETHUNE,SC,S,Y
M,TOCCOPOLA,MS,S,N
F,BALTIMORE,MD,S,N
F,PHOENIX,AZ,M,Y
F,CHEYENNE,WY,S,N
M,ROOSEVELT,OK,M,N
M,FAIRBANKS,AK,S,Y
F,PARMELEE,SD,M,Y
F,BIRMINGHAM,AL,M,N
M,AURORA,CO,S,N
M,HEREFORD,TX,M,Y
M,AMARILLO,TX,S,Y
M,IRON GATE,VA,S,Y
F,HOLLISTER,MO,S,N
F,BYHALIA,MS,M,N
M,HINGHAM,MT,M,Y
F,COLO,IA,S,N
F,MINOT AFB,ND,M,N
M,COVENTRY,VT,M,N
F,LAWRENCE,KS,M,Y
M,TEKONSHA,MI,S,Y
M,LAS VEGAS,NV,S,N
M,GRAND VIEW,ID,S,Y
M,PROSSER,WA,M,Y
M,HARRISON,MT,S,N
F,CENTURY,FL,M,Y
F,CASCO,ME,S,N
F,ROSEBUD,MT,S,Y
M,LYNDON,KS,S,Y
F,HAVANA,ND,S,N
M,HARLINGEN,TX,M,N
M,ORKNEY SPRINGS,VA,S,N
F,ALBUQUERQUE,NM,M,N
F,CAPITOL HEIGHTS,MD,M,N
